aba,-1
abala,-1
abang,-1
aberya,-1
abot,-1
abot-kaya,1
abuso,-1
adbokasiya,1
adik,-1
agad,1
agap,-1
agawan,-1
agawin,-1
agitador,-1
agnas,-1
agos,-1
agrabyado,-1
agresibo,-1
ahunan,-1
akitin,1
aklamasyon,1
ako,1
aksaya,-1
aksayado,-1
akta,1
aktibo,1
akusahan,-1
akusasyon,-1
akyat,1
alab,-1
alaga,1
alak,-1
alala,-1
alalahanin,-1
alam,1
alamat,-1
alangan,-1
alarma,-1
alibí,-1
alikabok,-1
alindog,1
alingawngaw,1
alinlangan,-1
alinsunod,1
alipin,-1
alipures,-1
alipusta,-1
alis,-1
alit,-1
aliw,1
aliwalas,-1
alma,1
alog,-1
alsa,-1
altruista,1
altruistiko,1
am,1
amba,-1
ambisyoso,1
amerikano,1
amnestiya,1
amo,-1
amoy,-1
amputa,-1
anarkismo,-1
anarkista,-1
anarkistiko,-1
anarkiya,-1
anemiko,-1
angal,-1
angat,1
anghel,1
angkop,1
anino,-1
ano,-1
anod,-1
anomalya,-1
antagonismo,-1
anti-amerikano,-1
anti-paglaganap,-1
anti-sosyal,-1
antipatiya,-1
antok,-1
apdo,-1
apela,1
api,-1
aplastar,-1
apokalipsis,-1
apokaliptiko,-1
apostol,1
apoteosis,1
apoy,1
aprubahan,1
apurahan,-1
aral,1
araw,-1
arbitraryo,-1
aresto,1
argumento,-1
ari,1
arpia,-1
artipisyal,-1
asa,1
asim,-1
asinine,-1
asukal-balat,-1
asupre,-1
ata,1
atake,-1
ati,-1
atraksyon,1
atrasado,-1
atubili,-1
autokratik,-1
autokratiko,-1
awa,1
away,-1
awtoritaryan,-1
ay,1
aya,1
ayaw,-1
ayon,1
ayos,1
baba,-1
babaw,1
baboy,-1
bagabag,-1
bagal,-1
bagaman,-1
bagay,-1
bago,-1
bagot,-1
bagsak,-1
bagsik,-1
bagtas,1
bagyo,-1
baha,-1
bahagi,-1
bahagya,-1
bahala,-1
bahin,1
baho,-1
bait,1
baka,-1
bakod,-1
bakya,-1
bala,-1
balahibo,-1
balakid,-1
balangkas,-1
balanse,1
balbal,-1
baldado,-1
balewala,-1
balewalain,-1
bali,-1
baligtad,1
balik,-1
balintuna,-1
balisa,-1
balita,1
baliw,-1
balot,-1
baluktot,-1
ban,-1
banal,1
banat,-1
banayad,1
banga,-1
bangga,-1
bangis,-1
bangkarota,-1
bango,1
bangungot,-1
bansot,-1
banta,-1
bantay,1
bantog,1
baog,-1
barado,-1
barbaridad,-1
barbariko,-1
barbaro,-1
basag,-1
basta,1
bastardo,-1
bastos,-1
basura,-1
bata,1
batay,1
bati,1
batik,-1
batikos,-1
batikus,-1
batis,1
bato,-1
bawal,-1
bawas,-1
bawi,-1
bayad,1
bayan,1
bayani,1
bayaran,1
benepisyaryo,1
benepisyo,1
benta,1
bentahe,1
beto,-1
bigat,1
bigay,1
bighani,-1
bigkas,-1
bigla,-1
bigo,-1
bigyang-katwiran,1
bihag,-1
bihasa,1
bihira,1
biktima,-1
bila,-1
bilanggo,-1
bilat,-1
bili,1
bilis,1
bingi,-1
bingkong,-1
binibrocha,-1
biro,1
bisa,1
bisyo,-1
bitag,-1
bitch,-1
bitiw,-1
bito,1
biyaya,1
bobo,-1
bobo,-1
bogo,-1
bola,1
bomba,-1
bombastiko,-1
bonificación,1
boses,-1
boto,-1
boykot,-1
brocha,-1
brusko,-1
bugbog,-1
buhay,1
buhos,1
bukas,1
bukas-palad,1
bukod,-1
bukod-tangi,1
buktot,-1
bula,-1
bulag,-1
bulaklak,1
bulalas,-1
bulgar,-1
bulo,-1
bulok,-1
bulungan,-1
bulwak,1
bunga,-1
bunlag,-1
buno,1
bunot,-1
bunyi,1
buo,1
bura,-1
burat,-1
butas,-1
buti,1
buwag,-1
buwan,-1
buwis,-1
bwesit,-1
bwisit,-1
carismático,1
cebo,-1
cliché,-1
clichéd,-1
compacto,1
corrupto,-1
crave,-1
dabog,-1
daga,-1
dagdag,1
dagundong,-1
dahan,-1
dahas,-1
dahil,1
dakila,1
dakot,-1
dalaga,-1
dalamhati,-1
daldal,-1
dali,1
dalisay,1
dalubhasa,1
damdam,1
damo,-1
dangal,1
dapa,-1
dapat,-1
dasal,-1
data,-1
daya,1
debosyon,1
deboto,1
deflacionario,1
deformado,-1
dehado,-1
dehumanisasyon,-1
dekadente,-1
delicadeza,1
delikado,-1
delingkwente,-1
deliryo,-1
delubyo,-1
demokratiko,1
demonyo,-1
demoralisasyon,-1
depekto,-1
depresyon,-1
desahogo,-1
desperado,-1
desperasyon,-1
déspota,-1
despotiko,-1
despotismo,-1
destabilisasyon,-1
desulto,-1
desvalido,-1
determinado,1
diametralmente,-1
diatriba,-1
diatribas,-1
dibisyon,-1
diborsiyado,-1
diborsyo,-1
difidence,-1
digma,-1
dignidad,1
diin,-1
dikta,-1
diktatoryal,-1
dilag,1
dilema,-1
dilim,-1
dingal,1
dinig,-1
diplomatiko,1
dira,-1
diri,-1
disconsolated,-1
discretamente,1
discreto,1
disente,1
disgrasya,-1
diskriminasyon,-1
dismaya,-1
dismayado,-1
disonance,-1
dissidente,-1
disyerto,-1
dita,-1
diwa,1
diyos,-1
diyosa,1
dogmatiko,-1
dominante,-1
dominasyon,-1
dragon,-1
droga,-1
duda,-1
dugo,-1
dugong-buhay,1
dukha,-1
dula,1
dulas,-1
dumal,-1
dumi,-1
dummy,1
dungis,-1
dunong,1
dupil,-1
durog,-1
dusa,-1
duwag,-1
duyo,-1
eclectic,1
ecstaies,1
edukado,1
edukasyon,1
effigy,-1
egomaniya,-1
egotistic,-1
ekletiko,1
eksklusibo,1
ekstra,1
ekstremismo,-1
ekstremista,-1
elegante,-1
elitista,1
emosyonal,-1
endorso,1
engganyo,1
engot,-1
engrande,1
enkantado,1
epektibo,1
epidemya,-1
epiko,1
erehe,-1
eskandaloso,-1
espesyal,1
espiritu,1
espirituwal,1
estampida,-1
estancado,-1
estancamiento,-1
estático,-1
estatwa,1
estereotípiko,-1
estereotipo,-1
estigma,-1
estranghero,-1
estrés,-1
etikal,1
etits,-1
euphoriko,1
farcical-pa-provocative,-1
fatalistic,-1
fiat,-1
finale,-1
flash,-1
fractionally,-1
functional,-1
gaan,1
gabay,1
gaga,-1
gagi,-1
gago,-1
galak,1
galang,1
galante,1
galing,1
galit,-1
gambala,-1
gamit,1
gamot,1
gamutin-lahat,1
gana,1
ganap,1
ganda,1
ganid,-1
ganti,-1
gantimpala,1
gara,1
garantiya,1
garapal,-1
garbo,-1
gaspang,-1
gastos,-1
gawa,1
gawaing-bahay,-1
geto,-1
giba,-1
gigil,-1
gilalas,1
giling,-1
gilit,-1
ginhawa,1
ginto,1
giros,-1
glab,-1
gliblily,-1
grabe,-1
grado,1
granizo,1
guho,-1
gulat,-1
gulo,-1
gulugod,1
gumon,-1
guni-guni,-1
gupit,-1
guro,1
gusot,-1
gusto,1
gutay,-1
gutom,-1
guwang,-1
gwapo,1
gyera,-1
haba,1
habag,-1
habal,-1
hadlang,-1
haka,-1
hakab,1
hala,-1
halaga,1
halay,-1
haligi,1
halik,1
halimaw,-1
halimbawa,1
halinghing,-1
halo,-1
haltak,-1
hamak,-1
hamon,-1
hampas,-1
handa,1
hanga,1
hangad,1
hangal,-1
hanimun,1
hapo,-1
harang,-1
harap,-1
hati,-1
hatol,-1
hatulan,-1
hawa,1
hawig,1
hayag,1
hayop,-1
hayup,-1
hedonistiko,-1
hegemonismo,-1
hegemonistiko,-1
hegemonya,-1
henyo,1
hibang,-1
hibla,-1
higa,-1
higanti,-1
higpit,-1
hika,1
hikab,-1
hikahos,-1
hikayat,1
hikbi,-1
hili,1
hilig,1
hilo,-1
himagsik,-1
himala,1
himasok,-1
himatay,-1
himok,-1
hina,-1
hinahon,1
hinala,-1
hinampak,-1
hinay,-1
hinayupak,-1
hindi,-1.5
hindot,-1
hindutan,-1
hinga,-1
hingal,-1
hinhin,1
hinlalaki,-1
hinto,-1
hirap,1
histerya,-1
hiwaga,1
hiwalay,-1
hiwatig,-1
hiya,-1
hiyas,1
hiyaw,-1
hudas,-1
huelga,-1
hukay,1
hukom,1
hula,1
huli,-1
huling-ditch,-1
hulog,-1
hulugan,1
humagulgol,-1
humal,-1
hungkag,-1
hupa,-1
husay,1
hustisya,1
husto,-1
huwad,-1
hysterical,-1
i-capitalize,1
i-discombobulate,-1
i-discompose,-1
i-maximize,1
i-refresh,1
i-undo,-1
iba,-1
ibabaw,-1
ibig,1
idealismo,1
idealista,1
idolo,-1
ignorante,-1
ihaw,-1
ikli,1
ikot,-1
ilang,1
ilaw,1
iling,-1
ilipat,-1
iliw,1
ilo,-1
iluminati,1
imahe,-1
imbak,-1
imperyal,1
imperyalista,-1
impiyerno,-1
impiyerno-baluktot,-1
implikasyon,-1
impolitiko,-1
imposible,-1
impresyon,1
impyerno,-1
inaasam-asam,1
inabandona,-1
indoktrinasyon,-1
indulhensiya,1
ingat,1
ingay,-1
inggit,-1
inip,-1
inirerekomenda,1
inis,-1
init,1
iniyot,-1
inosente,1
insenso,-1
insoucian,-1
inspirasyon,1
insulto,-1
insureksyon,-1
integridad,1
interes,1
interesado,1
intindi,1
intriga,1
inutel,-1
inutil,-1
invidious,-1
ipa,-1
ipagsawalang-bahala,1
ipis,-1
iregularidad,-1
isa,-1
isip,-1
iskandalo,-1
istilo,1
istorbo,-1
itaas,1
itakwil,-1
itim,-1
itinakwil,-1
iting,-1
iwa,-1
iwaksi,-1
iwas,-1
iyak,-1
iyot,-1
kaagaw,-1
kaakit-akit,1
kaba,-1
kabang,1
kabihasnan,1
kabuluhan,-1
kagaguhan,-1
kagandahang-loob,1
kagang,-1
kagat,-1
kahayupang,-1
kahihiyan,-1
kahindik-hindik,-1
kahit,1
kaiba,-1
kaibigan,1
kailangan,1
kait,-1
kalamnan-flexing,-1
kalas,-1
kalasag,1
kalat,-1
kalaw,-1
kaliwa,1
kalma,-1
kalmado,1
kaloob,1
kamandag,1
kamao,-1
kamot,-1
kampante,-1
kampeon,1
kampi,1
kana,-1
kanibal,-1
kanibalismo,-1
kanlungan,1
kanser,-1
kantot,-1
kantotan,-1
kantut,-1
kantutan,-1
kanulo,-1
kapana-panabik,1
kapangyarihan,1
kapatiran,-1
kapayapaan,-1
kapos,-1
kapritsoso,-1
kapus-palad,-1
karampot,-1
karaniwan,-1
karapatdapat,1
karikatura,-1
karisma,-1
kartun,-1
karunungan,1
kas,1
kaseryosohan,-1
kastigo,-1
kasunduan,1
katalista,1
katarungan,1
katas,-1
katauhan,1
katha,-1
kathang-isip,-1
kati,1
katiwala,1
katok,-1
katotohanan,1
katuwa,-1
katwa,-1
katwiran,1
kaululan,-1
kaunlaran,1
kaunti,-1
kawal,-1
kawalang-katarungan,-1
kawalang-paniwala,-1
kawalanghiyaan,-1
kawanggawa,1
kawili-wili,1
kay,1
kaya,1
kayat,-1
kerubin,1
kiki,-1
kikil,-1
kikinginamo,-1
kilabot,-1
kilala,1
kilay,-1
kilig,1
kiling,-1
kiliti,1
kilos,1
kinang,1
kinasusuklaman,-1
kindat,1
kingina,-1
kinis,-1
kintab,-1
kisig,1
kislap,1
kit,-1
kita,-1
kitid,1
klasiko,1
komedya,-1
komodiyoso,1
komplikado,-1
komplikasyon,-1
komplimentaryo,1
komportable,1
komprehensibo,1
kompromiso,1
komprontasyon,-1
kongkreto,1
konsensya,1
konsesyon,-1
kontaminasyon,-1
kontra-,-1
kontrabida,-1
kontradiksyon,-1
kontraproduktibo,-1
kontribusyon,1
kontrobersya,-1
kontrobersyal,-1
kooperatiba,1
kopita,1
kopya,-1
krimen,-1
kriminal,-1
krisis,-1
kritikal,-1
kritiko,-1
krudo,-1
krus,-1
krusada,1
kubkob,-1
kubli,-1
kuha,-1
kulam,-1
kulang,-1
kulay,-1
kulimlim,-1
kulit,-1
kulitis,-1
kulo,-1
kulong,-1
kulot,-1
kumbaba,-1
kumbinsihin,1
kumpiyansa,1
kumpleto,1
kumplikado,-1
kumportable,1
kumpuni,1
kuna,-1
kunwari,-1
kupal,-1
kupas,-1
kuripot,-1
kurot,-1
kuryente,1
kusa,1
kutsara-pakain,-1
kutsilyo,-1
kutya,-1
kuwento,-1
kuyog,-1
kwalipikado,1
kwek-kwek,-1
kwestyunin,-1
laba,-1
labag,-1
laban,-1
labas,-1
labasa,-1
labis,-1
labo,-1
labong,-1
laboy,-1
laga,-1
laganap,-1
lagay,-1
lagim,1
lagkit,1
lagnat,-1
lago,1
lagpas,1
laho,-1
lait,-1
lakas,1
lakas-loob,-1
laki,1
lala,-1
lalim,-1
laman,1
lamang,1
lamat,-1
lambing,-1
lambot,1
lamig,-1
lamo,-1
lampas,1
lamukot,-1
landi,-1
lang,-1
langit,1
lansa,-1
lanta,-1
lantad,-1
lapastangan,-1
lapit,-1
laro,-1
lasa,1
lasenggo,-1
lasi,-1
laslas,-1
lason,-1
lastre,-1
laswa,-1
lata,-1
lawak,1
laway,1
laya,1
layas,-1
layaw,1
layo,1
leche,-1
leching,-1
lechugas,-1
legal,-1
lehitimo,1
libak,-1
liban,-1
libang,1
liberalismo,1
libing,-1
libog,1
libre,1
ligalig,-1
ligamgam,-1
ligaw,-1
ligaya,1
ligid,-1
ligoy,-1
ligta,1
ligtas,1
lihim,-1
lihis,-1
liit,-1
likas,1
liko,-1
liksi,1
limitado,-1
limitasyon,-1
limot,-1
linaw,1
linis,1
linlang,-1
linta,-1
lintik,-1
lipad,-1
lipas,-1
lipat,-1
lipol,-1
liriko,1
litigasyon,-1
lito,-1
liwanag,1
lohikal,1
loka,-1
loko,-1
loob,1
lubha,-1
lubog,-1
lubos,-1
lububrious,-1
lugod,1
luho,1
luhod,-1
lumbay,-1
lumo,-1
lunas,1
lungkot,-1
lupig,1
lupit,-1
lusaw,-1
lusot,-1
lutang,1
lutas,-1
luwag,1
luwalhati,1
ma-trauma,-1
maaabot,1
maaasahan,1
maagap,1
maagnas,-1
maalalahanin,1
maalamat,1
maalikabok,-1
maaliwalas,1
mababang-loob,-1
madali,-1
madla,-1
mag-hallucinate,-1
mag-impeach,1
mag-improvise,-1
mag-moralize,-1
mag-prevaricate,-1
mag-rapsodize,1
mag-subscribe,1
mag-swipe,1
mag-upgrade,1
maga,-1
magalang,1
magaling,-1
magbowdlerize,1
magdamag,1
magdeklara,-1
magdemoralize,-1
magdilly-dally,-1
magdota,1
magiliw,1
magkakasuwato,1
magkasya,-1
magmakaawa,-1
magmuni-muni,-1
magnetiko,1
magpa-rehabilitate,1
magpakasawa,-1
magpakatanga,1
magrekomenda,1
magtiis,1
mahal,1
maharlika,-1
mahiya,-1
maimpluwensyang,1
maka-beijing,1
maka-cuba,1
makakamit,1
makamit,1
makapangyari,-1
makapigil-hininga,1
makasarili,-1
makiramay,-1
makisali,-1
makiusap,1
malabis,-1
malaki,-1
malamya,1
malas,-1
malasakit,1
mali,-1
maliit,-1
malinaw,1
malinis,1
malinlang,-1
malisya,-1
malito,-1
maliwanag,1
maliwanagan,1
maltrato,-1
maluho,-1
malumanay,1
malungkot,-1
malupit,-1
malusaw,-1
malusog,1
malutong,-1
maluwag,-1
maluwalhati,1
mamagitan,1
mamamatay-tao,-1
mamangha,1
mambola,1
mamilipit,-1
manabik,1
managhoy,-1
manakit,-1
mananagot,-1
mananalakay,-1
mananalo,-1
manatili,1
mandaragit,-1
mandarambong,-1
maneho,1
mang-aagaw,-1
mang-agaw,-1
mang-akit,1
mang-obsess,-1
mangha,1
mangmang,-1
manhid,-1
maninirang-puri,-1
maniobra,-1
manipulahin,-1
mapabilib,1
mapadali,1
mapag-aral,1
mapag-imbento,1
mapag-imbot,-1
mapagbantay,1
mapagbigay,1
mapaghiganti,-1
mapaghimagsik,-1
mapaghimala,1
mapagkumbaba,1
mapagkumpitensya,1
mapagkunwari,-1
mapaglaro,1
mapagmahal,1
mapagmataas,-1
mapagpakumbaba,-1
mapagpanggap,-1
mapagparaya,1
mapagpasyahan,1
mapagpatawad,1
mapagpatuloy,1
mapagtimpi,1
mapagwalang-bahala,-1
mapang-abuso,-1
mapang-api,-1
mapang-uyam,-1
mapanghamak,-1
mapanghamon,-1
mapanghimagsik,-1
mapanghimasok,-1
mapanghusga,1
mapanglait,-1
mapanira,-1
mapanirang-puri,-1
mapanlait,-1
mapanlikha,1
mapanupil,-1
mapatigil,-1
martir,-1
martir-naghahanap,-1
masinop,1
masunurin,1
maswerte,1
masyado,-1
matay,-1
matitiis,1
maubos,-1
maunlad,1
mayabang,-1
melodramatiko,-1
merito,1
militansya,-1
ministro,1
miserable,-1
misteryo,-1
mithi,1
mito,-1
moderno,1
molestiya,-1
monotoniko,-1
monotoniya,-1
moral,-1
moralidad,-1
motivado,1
mula,-1
multi-polarisasyon,-1
multo,-1
mundo,1
mungkahi,1
mura,1
na-dislocate,-1
naa-access,1
nabalisa-hayaan,-1
nag-aakusa,-1
nagbibigay-kaalaman,1
nagbibigay-kasiyahan,1
nagdarahop,-1
nagdurusa,-1
nagmamakaawa,-1
nagpapakamatay,-1
nagpapanic,-1
nagra-raving,-1
nagtitiis,1
nagwagi,1
nais,1
nakaka-sensado,-1
nakaka-spellbinding,1
nakaka-stress,-1
nakakaakit,1
nakakaburat,-1
nakakainspire,1
nakakairita,-1
nakakapanghina,-1
nakakapanghinayang,-1
nakakarelaks,1
nakakumbinsi,1
nakapagpapalusog,1
nakaw,1
nakikialam,-1
nakikiramay,-1
nakikiusap,1
nalulunod,-1
nanaw,1
nang,-1
nang-aasar,-1
nanganganib,-1
nangangarap,1
nanlilisik,-1
napaka-asinine,-1
naranasan,1
nararapat,1
naresolba,1
nasa,1
nasyonalismo,-1
natrauma,-1
nawalay,-1
nawawalan,-1
negasyon,-1
negatibo,-1
nerbiyoso,-1
neurotikally,-1
neurotiko,-1
neutralisahin,1
nga,-1
ngalit,-1
nginig,-1
ngisi,-1
ngiti,1
ngiwi,-1
nguso,-1
nguya,-1
nimal,-1
ningas,1
ningning,1
nino,-1
nobela,1
oases,1
obhetibo,1
obligado,1
ogag,-1
olok,-1
oo,1
opensiba,-1
oportunista,-1
optimismo,1
optimista,1
optimistiko,1
orihinal,1
paalaala,1
paalalahanan,-1
pabaya,-1
pabor,1
padyak,-1
pag-abandona,-1
pag-agaw,-1
pag-apruba,1
pag-flag,-1
pag-offset,1
pag-unlad,1
paga,1
pagal,-1
pagdirikit,1
pagdiriwang,1
pagdududa,-1
pagdurusa,-1
pagganyak,1
paghahanap,1
paghamon,-1
pagkabukas-palad,1
pagkadelingkuwensya,-1
pagkakatiwala,1
pagkawalang-kilos,-1
pagkondena,-1
pagmamanipula,-1
pagod,-1
pagpapakababa,-1
pagpapakamatay,-1
pagpapalagayang-loob,1
pagpapalakas,1
pagpapanumbalik,1
pagpapasigla,1
pagpapasya,1
pagpupursige,-1
pagsasaayos,1
pagtalikod,-1
pagtalo,-1
pagtatakwil,-1
pagtatalo,-1
pagtubos,1
pagwawalang-kilos,-1
pahamak,-1
pahe,-1
pahid,-1
pait,-1
paka,1
pakialamera,-1
pakikiramay,1
pakinabang,1
pakingshet,-1
pakiusap,-1
pakshet,-1
pakyu,-1
pala,1
palabas,1
palad,1
palakol,-1
palakpak,1
palalo,1
palasyo,-1
palo,-1
palpak,-1
paltos,-1
pamahalaan,1
pamahiin,-1
pampalakas,1
pampalusog,1
pampasabog,-1
pampasigla,1
pampatibay-loob,1
panahon,1
panahunan,1
panalo,1
pananampalataya,1
panatiko,-1
panatili,1
panatisismo,-1
panayam,-1
pandarambong,-1
pandaraya,-1
pang-aasar,-1
pang-akit,-1
pangahas,-1
panganib,-1
pangarap,1
panggap,-1
panghikayat,1
panghinain,-1
pangit,-1
pangkat,-1
panglaw,-1
panibago,1
panindigan,1
paninirang-puri,-1
panlinlang,-1
panlulumo,-1
pansin,1
pantal,-1
pantas,1
pantasya,-1
pantay,1
panukala,1
panukso,-1
para,1
paraiso,1
paralisado,-1
paramdam,-1
parangal,1
paranoya,-1
parasito,-1
pareho,1
parisukat,1
partidista,-1
parusa,-1
pasa,1
pasensya,1
pasipista,1
pasismo,-1
pasista,-1
paso,-1
pasok,1
pasulput-sulpot,-1
pasyente,1
patas,-1
pataw,1
patawad,1
patay,-1
patibay,1
patid,-1
patin,-1
patunay,1
pawi,-1
payag,1
payak,1
payapa,1
payat,-1
payo,1
payong,1
peke,-1
peklat,-1
perpekto,1
perra,-1
pesimismo,-1
pesimista,-1
pesimistically,-1
peste,-1
pesteng,-1
pet,-1
pighati,-1
pigil,-1
piglas,1
piit,-1
pilay,-1
pilay-pato,-1
pili,-1
pilipit,-1
pilit,1
pilyo,-1
pin,-1
pinahihintulutan,1
pinakamaswerte,1
pinakanakakatakot,-1
pindot,-1
pino,1
pinsala,-1
pintas,-1
pipi,-1
piraso,-1
pisting,-1
plano,-1
poke,-1
poki,-1
pokpok,-1
polariseysyon,-1
polo,-1
poot,-1
portableng,1
posible,1
positibo,1
potensyal,1
povertyas,-1
poyet,-1
pragmatiko,1
praktikal,1
prangka,1
praning,-1
pranka,1
premyo,1
prenda,-1
prestihiyo,1
prestihiyoso,1
pribado,-1
pribilehiyo,1
primitivo,-1
prinsipyo,1
problema,-1
produktibo,1
progresibo,1
prominente,1
proteksiyon,1
proteksyon,1
protektahan,1
protesta,-1
pu'keng,-1
pucha,-1
puchanggala,-1
puchangina,-1
pugay,1
pukaw,1
puke,-1
puki,-1
pukinangina,-1
puking,-1
puksa,-1
pulubi,-1
puna,-1
pundamentalismo,-1
punit,-1
punsyonal,1
punyeta,-1
puri,1
purol,-1
puso,1
pusok,1
puta,-1
putang,-1
putang ina,-1
putangina,-1
putanginamo,-1
putaragis,-1
puti,1
putik,-1
putla,-1
putok,-1
putol,-1
putragis,-1
puwersa,-1
puwesto,-1
puyet,-1
rabieta,-1
radikal,-1
radikalisasyon,-1
rami,1
ranggo,-1
rangya,1
rasista,-1
ratbu,-1
raya,1
reaksyonaryo,-1
rebolusyon,1
recesivo,-1
rehabilitasyon,1
reklamo,-1
rekomendasyon,1
rentable,1
reparasyon,1
reporma,1
responsable,-1
responsibilidad,1
retiro,-1
retorika,-1
rezagado,-1
ribal,-1
riles,-1
romansa,1
romantiko,1
rosas,-1
rubdob,-1
rupok,-1
rurok,1
rusa,-1
sa,1
sabik,-1
sabog,1
sabotahe,-1
sabwat,-1
sadya,1
sagabal,-1
sagana,1
sagot,-1
sagupa,-1
sakal,-1
saket,-1
sakim,-1
sakit,1
sakop,1
sakripisyo,-1
saksak,-1
saktan,-1
sala,-1
salad,-1
salakay,-1
salamat,-1
salamuha,1
salig,1
salimuot,1
salinlahi,1
salita,-1
salot,-1
salubungin,-1
salungat,1
sama,1
samantala,-1
samba,1
samo,-1
sampal,-1
san,-1
sana,1
sanay,1
sandal,1
sandali,-1
sandok,-1
sang-ayon,1
sangkot,-1
santo,1
santuwaryo,1
sapalaran,1
sapat,1
saplot,-1
sarap,1
sarcastiko,-1
sardoniko,-1
sari,1
sarili,1
sarkastiko,-1
sasal,1
satiriko,-1
satsat,-1
saway,-1
sawi,-1
saya,1
sayang,-1
sayaw,1
saysay,-1
seguridad,1
sel,1
selos,-1
sensasyonal,1
sensitibo,1
sentimental,1
sermon,-1
seryoso,-1
shunga,-1
sibil,1
sibilisado,1
sibo,-1
sigasig,1
sigaw,-1
sige,1
sigla,1
sigurado,1
siil,-1
sikap,1
sikat,1
sikip,-1
siklab,-1
sikmura,-1
silaw,1
silungan,1
simangot,-1
simple,-1
simplista,-1
simuno,-1
sindak,-1
sindrom,-1
singit,-1
sinseridad,1
sinta,1
sintomas,-1
sinumpa,1
sinungaling,-1
sipa,-1
sipag,1
sira,-1
sira ulo,-1
siraulo,-1
sisi,1
siya,1
smuttier,-1
smuttiest,-1
sobra,-1
sobre,1
solemne,-1
sopistikado,1
streamline,1
subersibo,-1
subok,-1
sugal,1
sugat,-1
sugid,1
sugpo,-1
suka,-1
sukdol,-1
suklam,-1
suko,-1
suliran,-1
sulit,1
sulit-samantala,1
sulong,1
sulyap,-1
sumailalim,-1
sumpa,-1
sumpungin,-1
sumusuporta,1
sundo,1
sungal,-1
sungit,-1
sunod,1
sunog,-1
suntok,-1
sunud-sunuran,-1
suot,-1
superlatibo,1
supil,-1
suporta,1
suprably,1
suray,-1
surot,-1
suso,-1
susu,-1
susuhin,-1
suwail,-1
suway,-1
suyo,1
swerte,1
syota,1
taas,1
taba,-1
taboy,-1
tabu,-1
tadhana,1
tae,-1
taena,-1
tag,1
tagas,-1
tagasuporta,1
tago,1
tagos,1
tagumpay,-1
taguyod,1
tahas,1
tahimik,1
taimtim,1
taka,-1
takas,-1
takaw,-1
takot,-1
taksil,-1
taktika,1
talaga,1
talak,-1
talakay,-1
talamak,-1
talas,1
talento,1
talikuran,-1
talino,1
talo,-1
talon,-1
talsik,-1
talumpati,1
talunan,-1
tama,1
tamad,-1
tambak,-1
tambutso,-1
tamis,1
tamlay,-1
tamod,-1
tampo,-1
tampok,1
tamtaman,-1
tanga,-1
tanga,-1
tanggal,-1
tanggap,1
tanggi,-1
tanggol,1
tangi,1
tangina,-1
tangkad,-1
tangkilik,1
tanim,-1
tanong,1
tanyag,1
tao,1
taob,-1
taon,1
taos-puso,1
tapa,1
tapang,-1
tapat,1
tapon,-1
taragis,-1
taranta,-1
tarantado,-1
tarik,-1
tatas,1
tawa,1
tawad,-1
tawaran,1
taya,-1
tayo,1
tayog,1
tensyon,-1
terorismo,-1
tete,-1
teti,-1
tibay,1
tibong,-1
tigas,-1
tigil,-1
tikas,1
tiktik,-1
tili,1
tim,-1
timang,-1
timpi,1
timpla,1
tindi,-1
tindig,-1
tingkad,-1
tinik,-1
tinil,-1
tino,1
tip,1
tipid,1
tipon,1
tira,1
tis,-1
tite,-1
titi,-1
tiwala,1
tiwali,-1
tiwangwang,-1
tiyaga,1
tiyak,1
tol,-1
ton,-1
toro,1
tostar,1
totalitario,-1
totoo,1
tradisyon,1
tradisyonal,1
trahedya,-1
traje,1
trapiko,-1
traumatiko,-1
trumpeta,1
tsa,-1
tsismis,-1
tubo,1
tubusin,1
tugma,1
tugon,1
tuklap,-1
tukso,1
tula,-1
tulala,-1
tuligsa,-1
tulin,1
tulo,1
tulong,1
tuloy,1
tulugan,1
tulungan,-1
tumal,-1
tumalikod,-1
tumpak,1
tunay,1
tungaw,-1
tunggali,-1
tunog,1
tuod,-1
tuon,1
tupad,1
turnilyo,-1
turo,1
turok,-1
tuso,-1
tusok,-1
tutol,-1
tuwa,1
tuwid,1
tuwiran,1
tuya,-1
tuyo,-1
tuyot,-1
ubusin,-1
udyok,1
uf,-1
ugnay,1
uhaw,-1
uka,1
ulan,-1
ulap,-1
ulila,-1
ulit,-1
ulo,-1
ulol,1
ulol,-1
ulong,1
ultimátum,-1
ultra-rígido,-1
ulul,-1
ulupong,-1
umagalaw,1
umunlad,1
umuuga,-1
umuunlad,1
una,-1
unahin,1
unang-rate,1
unano,-1
unawa,1
ungal,-1
ungas,-1
unggoy,-1
ungol,-1
unibersal,1
unilateralismo,-1
uniporme,1
unos,-1
unti,-1
urong,-1
usbong,1
usig,-1
usisa,1
uso,1
usok,-1
utak,1
utal,-1
utos,-1
uyam,-1
vale,-1
wala,-1
walang,-1
waldas,1
walis,1
wasak,-1
wasto,1
watak-watak,1
wawa,-1
yabang,-1
yabong,1
yakap,1
yaman,1
yamot,-1
yawa,-1
yelo,-1
yuko,-1
yungib,-1
yurakan,-1